0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.752941,0.737255,0.709804,0.741176,0.615686,0.647059,0.737255,0.690196,0.701961,0.709804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054902,0.921569,0.835294,0.835294,0.874510,0.882353,0.850980,0.839216,0.800000,0.827451,0.741176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.086275,0.917647,0.850980,0.827451,0.850980,0.784314,0.796078,0.850980,0.796078,0.701961,0.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.411765,0.988235,0.803922,0.819608,0.858824,0.756863,0.764706,0.831373,0.811765,0.760784,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.894118,0.721569,0.807843,0.843137,0.866667,0.831373,0.819608,0.780392,0.745098,0.890196,0.411765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.956863,0.752941,0.756863,0.831373,0.850980,0.823529,0.847059,0.847059,0.760784,0.686275,0.882353,0.513726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.098039,0.968627,0.666667,0.752941,0.823529,0.827451,0.937255,0.905882,0.858824,0.780392,0.701961,0.850980,0.486275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.192157,0.925490,0.666667,0.756863,0.788235,0.862745,0.733333,0.905882,0.901961,0.807843,0.709804,0.835294,0.454902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.341176,0.909804,0.623529,0.756863,0.784314,0.960784,0.000000,0.811765,0.960784,0.784314,0.690196,0.823529,0.427451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
